"season","departure_airport","weather_condition","cloud_type","jet_stream_region","arrival_congestion","aircraft_type","upholstery_style","engine_model","manufacturer_country","terminal_architecture","flight_distance","takeoff_weight","payload_weight","cruise_altitude","average_cruise_speed","headwind_tailwind_speed","taxi_out_time","airborne_time","outside_air_temperature","holding_time","ife_screens","seats_installed","checked_baggage_count","cabin_pressurization_setting","scheduled_arrival_buffer","departure_runways","meal_services","fuel_consumption"
"Fall","JFK","Snow","Stratus","Polar Jet","Severe","B737","Leather","CFM56","Consortium","Modern Glass",768.549968855144,71792.7661511668,11118.6065172946,32332.1338374456,429.591647215211,55.8319949162982,116.544551360606,95.9727485428943,-63.5789475866228,59.1852803838491,38,153.614975449705,139,7152.05769460386,27.3807869300795,4,0,3949.06170804737
"Summer","SEA","Rain","Stratus","Weak Jet","High","B737","Premium Fabric","CFM56","Consortium","Concrete Hub",1206.30991959606,94290.6079890962,25858.698316028,42912.2626920421,483.525737247524,32.520759627087,11.1000204918546,329.144570551146,-49.1056886115229,15.4209886464967,73,192.518520754617,238,7996.93730040297,46.7183586340291,7,0,8591.97662997886
"Spring","SEA","Rain","Stratus","Weak Jet","Severe","B737","Leather","LEAP-1A","France","Modern Glass",747.547332399241,68055.7183613873,9956.44494095882,35690.0689070901,441.720696386504,-6.25284457682877,45.0689714159853,197.874752994136,-51.2523755333815,13.2111834821739,82,158.511966409641,75,7294.35375616879,31.8664318839175,2,0,3987.48553435044
"Winter","LAX","Rain","Stratus","Subtropical Jet","Low","A350","Premium Fabric","CFM56","Consortium","Modern Glass",2623.77004224124,198739.701416864,52000.9832100664,43914.8083312638,534.388929879095,-15.839534801376,4.49953722129989,481.466834996379,-44.4523691226313,0,198,288.161850643276,333,6227.40508491864,15.9417023282368,6,2,19491.1677880079
"Winter","LAX","Rain","Stratus","Polar Jet","High","A320","Premium Fabric","LEAP-1A","France","Classic Terminal",915.065521365005,84299.2069268397,24353.1336312093,36689.4202553737,462.641351908777,22.0691604406919,52.8903351869288,143.258351440627,-56.7062328127922,0,70,172.763328542867,198,7122.83470432572,34.3365398597325,2,0,4107.586063278
"Summer","SEA","Clear","Cirrus","Weak Jet","Moderate","A320","Premium Fabric","CFM56","Consortium","Modern Glass",759.330347242507,79031.6723484164,21950.3500819289,37634.9783494876,480.698195770847,37.8518898394213,26.6863514326357,153.026105429205,-45.7319629488878,0,55,167.911636239553,166,7636.35478734848,14.3673232538481,2,0,3445.49063926025
"Winter","ATL","Clear","Stratus","Polar Jet","Moderate","A320","Standard Fabric","LEAP-1A","France","Classic Terminal",549.214378682458,70412.9531262648,12890.964558642,36395.997074853,473.054167983398,10.4794579409449,25.8741620831245,107.457711376571,-58.2704340049223,0,50,161.195695927413,87,7524.4193357697,15.2481620879892,6,0,1889.44589930349
"Summer","ATL","Rain","Stratus","Subtropical Jet","Severe","B737","Leather","CFM56","Consortium","Classic Terminal",773.372925020424,74799.6323124917,17119.5087745358,36544.0857275026,459.523834169745,-3.26027892888456,74.0935932061537,183.009257937952,-29.107353075344,43.1098190061196,69,175.774942322585,158,7473.11619711366,23.9331967014923,7,1,5800.50308908825
"Spring","LAX","Clear","Cumulonimbus","No Significant Jet","High","A320","Premium Fabric","LEAP-1A","Consortium","Classic Terminal",811.582218994616,89241.4927633171,22489.8166474746,38617.966089557,499.758114003771,-20.6724055295649,17.546454396516,218.690671495029,-43.6131348700959,0,77,180.951391588378,182,7668.95367970109,8.93681312209757,5,1,4682.47324075217
"Spring","LAX","Clear","Cumulonimbus","Polar Jet","Moderate","B737","Premium Fabric","CFM56","France","Modern Glass",889.314827047087,82369.9625563927,16542.7040520527,43199.2069098557,503.867249054018,23.3113439047324,11.4799530174287,139.263737935812,-55.4009071777445,13.8054679763535,77,176.142883534263,123,7674.21603748476,6.43605406445243,3,1,4446.38664857639
"Fall","ATL","Storm","Cumulonimbus","Weak Jet","High","A320","Lie-Flat Premium","LEAP-1A","France","Modern Glass",445.978043046871,69324.6212116741,11214.7402717068,29991.494067723,440.450095426928,-18.7366777847544,21.1406673394295,113.440743279685,-48.8332840574607,66.4567151384869,28,80.4898257110433,94,7106.50309420728,18.689723198299,3,0,2438.54774881956
"Winter","JFK","Snow","Stratus","Polar Jet","Low","B737","Premium Fabric","LEAP-1A","France","Concrete Hub",814.862332866547,90259.4952613805,20705.9351331842,37631.8885832762,447.492770593834,7.3513198829711,16.6371213328924,125.964134601682,-71.7733919052887,0,90,202.1313506096,142,7368.49971322358,22.966110845688,4,1,2993.22822654387
"Fall","LAX","Rain","Stratus","Subtropical Jet","Severe","A350","Premium Fabric","Trent XWB","United Kingdom","Modern Glass",4096.24554385271,233601.832022224,59916.1816810266,45300.0756269809,529.546352753311,20.609227895619,24.0280764263306,982.871624157414,-35.9719578048087,42.2517163467544,319,349.381087988427,635,5361.04971878399,46.9250541434301,9,6,56615.7345877131
"Spring","JFK","Rain","Stratus","Polar Jet","High","B737","Standard Fabric","LEAP-1A","France","Modern Glass",1483.95040161507,94277.1540657007,21058.81279728,42231.8889118007,515.02021515138,34.7842083231296,41.1342962866117,352.482358124766,-59.2370903372827,0,92,203.869776039704,130,7954.31135510482,20.6468337486975,5,3,9894.75282173595
"Spring","JFK","Snow","Cumulus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",837.852215607944,80722.440062184,13562.4006953403,36152.4288468018,480.819243711447,56.2339386775143,110.529033648446,175.410233733864,-63.2885767295671,30.1371236741849,72,165.974462970811,110,7433.86459895417,13.1426764012637,1,0,6022.97956984312
"Winter","ATL","Snow","Stratus","Polar Jet","Low","B737","Leather","LEAP-1A","France","Modern Glass",630.594471983294,81038.2066972029,14766.5178312769,37456.032407986,498.446049458942,33.4302491632356,9.05811891489754,109.207969090319,-63.0099254743623,11.8228595419322,76,175.426509825856,103,7545.07321202688,6.56931165584986,8,1,2930.52483527957
"Spring","SEA","Clear","Stratus","Polar Jet","High","B787","Leather","GEnx","United States","Concrete Hub",3059.88890667935,175630.993053004,41826.4190257265,45800.0884746879,512.197453737117,69.8625577734617,24.56984191355,761.867978867541,-61.5748024930425,45.7411431224795,320,288.43160802509,315,5212.32418006121,23.1153412481123,4,7,29837.695323564
"Spring","ATL","Snow","Stratus","Polar Jet","High","B737","Premium Fabric","LEAP-1A","France","Modern Glass",665.949112624279,82294.9175596988,18693.3065853031,36798.2071591837,459.751832405773,23.884344283598,46.2034937580276,107.855068861292,-56.8022585136442,19.1331105150825,52,180.605071775417,152,7503.94565645751,34.1393876058966,6,0,3605.02304975985
"Spring","ATL","Rain","Stratus","Weak Jet","Low","B737","Premium Fabric","CFM56","Consortium","Regional Functional",601.74617713703,77766.2392472399,13480.6825218211,38086.4442807745,488.799960464986,-2.11915129246112,16.5144414876345,246.820633091301,-48.2118948010147,0,73,181.46509732193,86,7814.59531445963,17.1707510674249,3,1,3231.48091882407
"Summer","SEA","Rain","Cirrus","Weak Jet","Moderate","B737","Leather","LEAP-1A","France","Concrete Hub",790.963647811744,90064.2737590586,19554.1306684215,39709.0686520658,488.208230566983,-29.0375777576434,21.6616549618734,162.063784454182,-43.6586729905658,2.83054105427412,94,186.63219529243,202,7539.81773155005,4.2646949078947,4,1,4614.96282082799
"Winter","JFK","Clear","Stratus","Polar Jet","Low","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",2086.3759908234,214487.212102298,48260.948077944,42643.4883972143,508.247938419364,52.8633292615039,51.1636283832386,324.227978843282,-63.0098306606198,0,174,271.743222121988,326,5068.50187141029,7.65230895262323,1,6,13368.859228192
"Winter","LAX","Clear","Cumulus","Subtropical Jet","Severe","B737","Leather","CFM56","Consortium","Classic Terminal",1555.75260990532,103013.234205054,25544.9054118671,40243.877640975,475.464920992709,26.0595556752446,47.2125347662898,581.033528900465,-43.851506989352,0,77,204.47231628328,223,7788.76367546378,104.32920989661,6,2,12121.4054922643
"Summer","LAX","Storm","Cumulonimbus","Weak Jet","High","B737","Leather","CFM56","Consortium","Modern Glass",1229.46816185485,99336.1912974569,25207.6089058177,35960.4417882953,440.549147506111,-17.9924243493679,114.198523571306,322.750981042652,-36.1470598291184,75.2999187165643,89,211.263212455204,259,7435.92245229994,59.1661147759242,3,1,13107.1581119301
"Fall","JFK","Rain","Stratus","Polar Jet","High","B737","Standard Fabric","LEAP-1A","France","Classic Terminal",1448.93089252407,97256.1823102617,21853.6992863276,39189.5718439202,500.927443305117,82.3874217089258,54.197053130055,349.032382662338,-60.0915426733259,0,72,213.617033364158,163,7609.87224627104,40.8074889435356,5,2,9297.05849180208
"Summer","ATL","Rain","Stratus","Weak Jet","Moderate","B737","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",678.620035674929,93717.8827056601,21441.7445122201,39044.0356179057,502.398217136988,-34.6229662617832,33.8971691678892,273.446737086228,-37.940396448331,0,74,204.381439208234,146,8000.27345685222,11.4886873182046,2,1,4994.68133362769
"Fall","ATL","Rain","Cumulus","Polar Jet","Low","A320","Standard Fabric","LEAP-1A","France","Classic Terminal",440.087886236207,65973.9003877888,10668.84689705,34284.9150240823,473.259591851207,40.8860023395737,12.1796157558417,47.6295042052078,-52.5486574770293,0,36,154.863843549849,77,7356.77815856777,10.9119568917206,3,0,1063.07390169172
"Summer","SEA","Storm","Cumulonimbus","Polar Jet","High","B787","Leather","CFM56","Consortium","Modern Glass",2732.82263647969,164304.106186441,40747.235636423,39947.4239862043,491.77208077867,56.522132306437,12.5395035070097,396.891819707386,-52.9601601284604,56.5071261667549,165,239.059179326288,270,5490.04124331335,23.6295834362409,5,1,24037.7734801294
"Winter","LAX","Rain","Stratus","Polar Jet","Moderate","A320","Leather","CFM56","France","Classic Terminal",857.314784235791,68054.9640772412,8517.52362402615,37808.5890168065,479.502472563649,23.989380138,29.3847417536074,154.38459984699,-58.2189415315257,15.7226272578934,63,140.078090700503,76,7770.01535754046,15.0126024856016,3,1,3835.19961162288
"Spring","JFK","Rain","Stratus","Polar Jet","High","B787","Lie-Flat Premium","GEnx","United States","Classic Terminal",2640.07675301409,186095.955033986,43151.6419472282,41908.5662587052,493.454265100102,46.0682092462038,65.8606415000823,436.395542733442,-54.1942070749794,51.4715775105741,139,235.603436367988,323,4939.98292217499,30.0779900883696,1,6,26226.7264897669
"Spring","LAX","Storm","Cumulonimbus","Weak Jet","High","A320","Leather","CFM56","United States","Classic Terminal",696.367444834597,67226.1682751677,10700.7252591578,32260.6888031882,438.013375508905,4.74799582256499,63.5178405551947,127.807603561252,-43.3526044666859,34.3516517448835,71,148.577861211052,86,7427.67348749753,25.6095502498695,4,0,3825.62249514023
"Summer","SEA","Rain","Stratus","Weak Jet","Severe","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Concrete Hub",3911.81201437287,228569.859822349,54908.7589876174,45014.2005492949,536.709543312987,15.1241348337891,118.005427361073,1335.27112819291,-42.1261095820524,84.3786472832021,147,280.374997161561,395,5380.68810008637,36.650268280085,1,14,78990.3175637962
"Summer","LAX","Clear","Cirrus","No Significant Jet","Severe","B737","Premium Fabric","CFM56","Consortium","Modern Glass",1347.20940973497,100736.059572414,25224.7598014433,41567.2102446269,460.082637168535,22.4302041882027,22.1517221175228,544.761141260925,-35.8031390413791,21.2789591139584,117,219.172956095426,238,7930.69771877224,72.2985637892181,7,3,11643.4897770023
"Summer","LAX","Rain","Cumulonimbus","Polar Jet","High","B737","Premium Fabric","CFM56","Consortium","Classic Terminal",2235.41055989308,116359.632323659,31329.9564325787,40443.4449544863,514.726036905559,-37.374602900764,76.9633990798937,785.212125062232,-43.0664919879154,84.2960567096341,134,241.835448151727,360,7710.58786437993,35.9289085717996,5,4,36499.8075474835
"Summer","SEA","Clear","Cirrus","Weak Jet","High","A320","Leather","CFM56","Consortium","Modern Glass",766.120013590891,78197.745085368,22295.1431244543,36746.1958481183,486.282442003952,35.6174424465885,29.8800562694609,217.985756350442,-46.8764214178229,13.0998959897694,70,159.389409931897,168,7134.1266641304,17.1305586353669,4,0,5147.15181258288
"Spring","JFK","Rain","Cirrus","Polar Jet","Low","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Concrete Hub",2715.89998887557,214365.406245795,45840.0176680358,45489.7408433946,535.851190675641,74.3238678144289,31.5102883665364,428.95682937134,-57.320877340614,3.88603422059259,168,250.496011597227,268,5158.65572495201,17.4988554919978,3,8,21324.2871901198
"Fall","JFK","Clear","Cumulus","Polar Jet","High","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",3080.16266842255,224379.350102592,53989.3336788072,44782.2854094362,514.79160718747,80.1168214121099,19.6169728035449,414.538908509731,-59.5105017406869,18.9564443249396,214,293.207448624808,502,5147.4682696463,14.8485846805772,6,12,24170.0746959982
"Winter","LAX","Storm","Cumulonimbus","Subtropical Jet","Low","B737","Leather","LEAP-1A","France","Classic Terminal",832.60877941357,81967.3346579469,16044.9985351167,36123.8791243509,488.866685732834,1.33496559549161,28.8112080069673,192.556769296852,-45.089571107077,0,85,166.315320954444,118,7053.57959294781,13.0445432686642,3,0,4538.34047802621
"Winter","LAX","Rain","Cumulus","Weak Jet","High","A320","Premium Fabric","CFM56","Consortium","Modern Glass",787.025669469223,80511.5926822977,17877.3733695068,35218.7902127481,474.071079751244,13.0533148309862,36.1782774640288,220.422882800935,-46.0756525929365,21.5547649024597,68,166.709148021287,98,7371.8453518507,23.087905312934,5,1,5538.98973596367
"Winter","JFK","Snow","Cumulus","Polar Jet","Low","A320","Premium Fabric","CFM56","Consortium","Modern Glass",830.853151042782,78692.3143350641,16906.1344350596,38621.4745189166,466.238948382451,47.3432047653916,22.976643428327,212.727568115617,-70.523927922563,4.50958357586238,61,162.552087077844,98,7836.02006942246,14.6858536764354,10,1,3954.38534117372
"Fall","LAX","Rain","Cumulus","Weak Jet","High","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",601.652269924487,76034.5689951655,16275.1958392195,33671.2686982916,445.461539628781,17.1520853371449,18.6785129510562,150.67471156802,-46.1238350870887,16.101518930211,46,160.804313640876,79,7284.11058942092,22.4585548884176,9,0,3059.29209544891
"Fall","ATL","Snow","Stratus","Polar Jet","High","B787","Lie-Flat Premium","GEnx","United States","Concrete Hub",1542.18301173689,164361.769115933,35243.733741545,39607.4890686373,472.644919546357,73.3730147301217,53.4963507022939,239.88297293832,-60.1468592780254,14.7886295031075,66,182.815738826231,183,4886.26283733935,41.1874005168382,7,1,10466.9862130892
"Spring","SEA","Rain","Stratus","Polar Jet","Moderate","B737","Leather","CFM56","Consortium","Modern Glass",844.337508765142,75737.6225703718,14035.279394434,36624.6325908784,484.987594070225,42.5302626152191,25.0276723217774,152.038943202745,-60.7694972857051,0,63,157.667700272991,115,7075.51078137811,8.87410544481389,3,0,3574.84370529804
"Winter","SEA","Snow","Stratus","Polar Jet","High","B787","Leather","GEnx","United States","Modern Glass",2297.02577623363,180329.895175598,42510.6442852985,41536.6757929248,506.6064382834,69.627346573242,57.8910138583608,440.804951214433,-71.4112566662042,56.7609388319078,189,252.559921490624,264,5339.54770234877,13.9915752521367,5,2,24190.1086640258
"Fall","ATL","Rain","Stratus","No Significant Jet","High","A320","Premium Fabric","CFM56","Consortium","Concrete Hub",615.54762158322,72173.7298622364,17065.2938155101,36305.7015099767,501.075008302813,38.342601435764,33.8348378761126,256.371999696136,-41.0407598627715,0,67,165.549741678817,115,7946.95482933565,8.68239817637009,5,2,3806.94606626086
"Summer","ATL","Rain","Stratus","No Significant Jet","Low","B737","Leather","LEAP-1A","France","Concrete Hub",505.588908850533,85626.29412895,22929.3085230323,36059.1693825657,465.533563589561,-61.2678358491963,19.537744737996,148.619822371086,-36.5711575909959,0,71,175.823214636417,217,7450.94198665013,10.566103076057,3,0,2659.23894650136
"Spring","JFK","Rain","Cumulonimbus","Polar Jet","Low","A320","Standard Fabric","CFM56","Consortium","Modern Glass",784.177857013486,76932.9368535944,20180.7182267315,37584.0861123315,490.128952894883,99.0718911288881,14.6128133869031,113.273629547288,-57.9302901328298,0,71,175.488699672494,129,7206.34792109979,13.1533192870552,4,1,2748.9052339326
"Fall","ATL","Rain","Stratus","Weak Jet","Moderate","A320","Leather","CFM56","United Kingdom","Regional Functional",437.350494007734,72122.1984951034,13301.0297934368,34965.4154508822,444.753636599157,15.0421860451885,7.64096810375319,129.448006747497,-51.0109246603441,0,63,146.584902322012,108,7564.98387473352,23.8783304833217,2,1,1457.87210962017
"Summer","ATL","Rain","Stratus","Subtropical Jet","Low","B737","Premium Fabric","LEAP-1A","Consortium","Classic Terminal",482.590561952549,66827.4308457024,16147.8767916466,36794.4459514943,442.224148374561,70.425307411115,8.27470878099089,58.4586640790799,-26.3507097546673,0,69,168.034913586185,147,7225.44328729604,12.7165761846256,4,0,1122.40451202456
"Fall","LAX","Rain","Stratus","Subtropical Jet","High","B737","Standard Fabric","CFM56","Consortium","Concrete Hub",1205.13708053695,95626.3032136164,29001.5638231279,38652.1688343523,462.230899781028,40.7165951796871,108.955046740451,305.670549252996,-35.5320322884988,0,109,212.376665637804,219,7644.77239273775,33.4566356697567,1,3,8258.13166764768
"Fall","JFK","Rain","Stratus","Polar Jet","High","B737","Standard Fabric","LEAP-1A","Consortium","Classic Terminal",1194.50793632548,96274.377183034,24738.3342620307,40984.7385174481,469.944192856775,74.2110914883187,45.9510716178686,302.634003208943,-58.362328574686,82.28303906463,87,217.877767196683,196,7701.21826739937,47.1148241434444,5,1,9259.66931345747
"Summer","SEA","Snow","Stratus","Polar Jet","Severe","B737","Premium Fabric","LEAP-1A","France","Modern Glass",1249.93202008881,87320.4510914584,21907.1156559641,38669.9755277463,469.314975050481,17.176001807284,120.496740330972,203.222777665098,-55.7401871863311,51.5740973528676,85,189.034264667944,193,7597.91385015407,22.6876354452867,1,2,10139.5715122429
"Fall","LAX","Storm","Stratus","Weak Jet","Moderate","B737","Premium Fabric","CFM56","Consortium","Modern Glass",1138.30682191865,97930.5618891198,25369.0357555993,37640.7411590135,457.506217601154,-12.5574420498123,34.618666736963,529.010319163318,-47.712934169859,0,83,207.128048704502,187,7642.83761953485,21.45181543188,8,3,8922.40224667899
"Summer","SEA","Clear","Cumulonimbus","Weak Jet","High","B737","Leather","LEAP-1A","France","Classic Terminal",782.130728949525,73439.3677407659,17958.7876633688,37638.0039711584,473.938721005227,-4.69689764255507,55.6235789057236,179.741766827224,-48.9598181294537,23.6549327007697,50,150.746095306363,133,7169.80657692559,20.0408126295241,2,0,5209.10097801808
"Winter","JFK","Clear","Stratus","Polar Jet","Low","B737","Leather","LEAP-1A","France","Concrete Hub",919.396785782176,84214.4345741698,19090.4719854403,36878.0936236583,489.753295923221,15.8029885514299,7.54672859888032,203.785076255488,-62.7713704052936,0,91,186.855882306573,162,7154.75127215206,13.7861670733746,8,1,3872.79812299097
"Summer","ATL","Storm","Cumulonimbus","Weak Jet","High","B737","Standard Fabric","CFM56","Consortium","Classic Terminal",1043.5395509952,104551.574144053,26150.120360346,38931.487257061,446.084820856245,19.9483032123654,99.2191064478442,539.215181808541,-40.3257672262165,0,86,221.49758410014,247,8254.87740449378,100.747747735173,2,1,9019.54793612707
"Fall","JFK","Rain","Cumulus","Polar Jet","High","A320","Leather","CFM56","France","Modern Glass",951.755423711199,80344.1242401174,16603.469898554,35621.0289582654,487.863759595041,84.8914689182397,57.2474900618821,179.641603771902,-62.60533510205,0,72,166.585237461497,105,7756.29898671358,20.1184199210701,2,1,4607.99627142424
"Spring","ATL","Snow","Stratus","Weak Jet","Moderate","A320","Premium Fabric","LEAP-1A","France","Regional Functional",438.986121142214,67409.2020594711,13354.8512862259,34797.4094370858,433.995465445439,1.28961722286144,18.6941072049603,142.680469879737,-50.5774316428726,24.231987678081,53,168.661868118792,76,7940.12715897433,17.2074688065993,1,1,2001.81039840154
"Summer","LAX","Storm","Cumulonimbus","Polar Jet","High","A320","Premium Fabric","LEAP-1A","France","Classic Terminal",1696.31016872694,87826.7467190195,14030.8844153854,36241.3833310933,461.993612014118,35.0465268711892,310.533045098376,502.217105076623,-45.1990824193941,244.471687587319,111,190.301425915881,137,7411.72473630488,62.2760097909978,1,1,18786.5278951883
"Fall","ATL","Rain","Cumulus","Polar Jet","Low","B737","Premium Fabric","LEAP-1A","Consortium","Classic Terminal",791.476786245155,86292.9753603024,22477.3927917327,41079.8452195932,504.265534544231,62.4139622504764,10.0206944188512,191.004768523882,-57.3582310894852,0,76,192.829287960832,173,7738.89780467627,12.4308120426518,7,1,3571.20700452051
"Winter","JFK","Rain","Stratus","Polar Jet","High","B737","Leather","CFM56","France","Classic Terminal",961.778833927063,85558.3547369091,16681.4296928844,38069.3663941576,462.387199732704,49.2092654463412,65.8116710038095,248.890257556727,-63.5439616205015,0,51,164.613128581986,143,7355.53707581863,43.9283467838411,5,1,5083.21664520409
"Spring","SEA","Clear","Cumulus","Polar Jet","Low","A320","Standard Fabric","CFM56","Consortium","Concrete Hub",634.190078026977,65292.4319003907,9685.16753572017,38054.7978488051,471.917980294348,90.9982939198258,12.1278963746058,76.0165379493564,-60.3797190715829,0,55,166.044615392599,83,7802.00302803131,6.52435411510609,3,0,1483.44407675115
"Summer","SEA","Rain","Stratus","No Significant Jet","High","B737","Leather","CFM56","Consortium","Modern Glass",887.325465026661,89924.0332787711,19146.9630839286,38218.561482304,471.56528147804,-3.20566365293122,30.504007002647,250.242826242302,-43.7915182352544,0,116,200.882298134649,180,7517.57181287657,11.7706456291278,3,1,5333.08942794343
"Spring","ATL","Rain","Stratus","Subtropical Jet","Moderate","B737","Leather","LEAP-1A","Consortium","Modern Glass",382.012592185518,69964.7860910301,13947.2279543323,37761.7042148067,460.298324985614,11.7982221513904,27.6108564966835,59.8877737423674,-39.0060734679761,0,60,157.907000630222,99,7445.02780836899,7.09334919311454,1,0,1236.94695797279
"Spring","ATL","Snow","Stratus","Polar Jet","Low","A320","Leather","LEAP-1A","France","Concrete Hub",458.305623853022,59907.1551531303,11506.1559934857,34092.5847723285,440.772431639456,37.0182344684957,8.48479686991269,80.3179163921928,-58.0125041261023,0,56,133.576672054814,73,7227.37403299009,11.7641353038114,8,0,1071.90228734537
"Summer","ATL","Rain","Stratus","Polar Jet","High","B787","Lie-Flat Premium","GEnx","United States","Concrete Hub",2809.23867535893,181972.387966924,39310.4683482754,44283.8252272375,514.870551012771,85.3818751309645,57.1403201690845,681.526632772871,-43.4526130509121,0,171,236.391042996367,321,5149.8835597453,24.4045542945623,6,16,22656.4866913141
"Winter","SEA","Clear","Stratus","Weak Jet","Moderate","A320","Premium Fabric","CFM56","Consortium","Concrete Hub",525.557962152372,65785.9296542771,15989.2478988544,35950.6202901934,476.885543249855,32.9041911322031,4.4392809582002,118.269931183308,-53.9312809541569,0,53,148.299359366567,79,7667.78654881334,9.81838446447383,5,0,1707.59423572572
"Spring","ATL","Rain","Stratus","Weak Jet","Moderate","B737","Leather","CFM56","United States","Concrete Hub",451.376193353177,81471.7658759395,21778.1808191992,35990.6772520521,450.160208130816,0.636734654912003,13.6779148154713,134.813153368042,-42.7801593758426,0,66,183.448947760786,171,7476.90006588533,5.3303535626361,7,0,1997.73802823137
"Summer","SEA","Rain","Stratus","Polar Jet","High","A320","Premium Fabric","CFM56","Consortium","Modern Glass",1025.88225299585,84887.6298217663,18253.1313225282,38013.392863901,478.897433522798,52.9501568230705,21.149528403783,180.162029263449,-50.884164668205,5.59349464050838,74,165.872719920328,171,7576.53769920662,18.908329966065,4,0,5139.81945060872
"Fall","ATL","Clear","Cumulus","No Significant Jet","Moderate","B737","Leather","LEAP-1A","France","Regional Functional",349.765973746914,56674.1942380076,9181.51736031261,35732.4743403496,444.460007798799,27.503608878588,22.4352804189858,103.746682904096,-44.1795257268367,0,47,123.286195456883,70,7275.26298258946,20.37919398855,3,0,1057.97027670523
"Spring","SEA","Rain","Stratus","Weak Jet","Low","A320","Premium Fabric","LEAP-1A","France","Modern Glass",582.03497725785,70408.4774418507,12920.0204477794,34916.8641673825,472.99548509057,-20.4000278831688,13.0900257885458,125.135930689833,-50.3086507356874,0,57,161.778360261001,90,7209.11671417287,11.5139278598463,7,0,2148.09578127905
"Summer","JFK","Rain","Stratus","Subtropical Jet","High","A350","Lie-Flat Premium","Trent XWB","United Kingdom","Classic Terminal",3466.24984536847,215953.534690756,45326.291692407,45668.5821946811,537.617920917456,14.5016176469857,60.2974245040388,948.380828202017,-36.3793172483918,80.832099453261,210,265.871013319536,257,5146.40245501407,27.6999473265155,3,13,52769.7826183095
"Winter","ATL","Rain","Stratus","Weak Jet","Low","B737","Leather","CFM56","Consortium","Concrete Hub",620.409904978383,86019.7794786767,23900.3798589695,35563.7470295505,459.456057830589,14.129766410628,5.16941917423943,235.619849245587,-48.7079795657434,0,105,203.90637313527,167,7478.78053889058,24.330004792618,10,2,2917.03718299994
"Fall","LAX","Rain","Stratus","Polar Jet","Moderate","B787","Standard Fabric","GEnx","United States","Classic Terminal",2258.88742584256,183313.497520029,48554.1640063058,43278.5813912594,507.852968919036,23.7825232482716,23.4748644645346,281.855192789659,-53.5329845254477,0,204,287.091019118186,442,5225.22140111996,22.0834332620966,6,1,13871.3913804663
"Spring","JFK","Rain","Stratus","Weak Jet","Moderate","B737","Leather","CFM56","Consortium","Classic Terminal",574.069709108698,72060.1917225199,14563.5555447056,37622.5853816436,490.445486767761,53.2126538526941,26.8615360285466,146.658667650006,-50.5711068092885,51.3440203577229,69,158.981399521856,111,7497.5198955066,4.63862013938161,3,0,3675.68913272413
"Fall","ATL","Rain","Stratus","Polar Jet","Moderate","B737","Standard Fabric","CFM56","United States","Concrete Hub",494.347877873952,63880.1233569382,12663.8256809687,38019.1902759067,477.202538877542,49.0540098883848,16.7467910577827,72.8849154931415,-57.8370861601885,5.5306399358932,60,165.211474140112,68,7485.63468098749,6.31906623909671,6,0,1770.99521789051
"Spring","JFK","Clear","Stratus","Weak Jet","High","B787","Standard Fabric","GEnx","United States","Classic Terminal",1194.01506407035,173142.067238862,46469.4278099247,40206.3077083133,486.147875098629,36.5406840430405,20.7446478667765,132.466016018766,-48.4070801504747,0,123,267.076489962456,293,5128.5762393189,24.3061362445205,3,0,5972.61844193632
"Fall","LAX","Rain","Stratus","Polar Jet","Low","A320","Leather","CFM56","Consortium","Modern Glass",858.370359482047,78268.4855793536,17909.2987505375,39365.3373679519,464.282828248312,22.0958920716845,34.636171706078,107.191785997808,-54.2205697069021,0,58,165.706737652963,107,7669.83649341992,12.7180569979218,2,1,3043.46932705531
"Spring","LAX","Clear","Stratus","No Significant Jet","High","A320","Leather","CFM56","Consortium","Modern Glass",584.702677594625,90532.80381578,22610.1982767552,34905.4328809656,443.285362247366,28.4823452978324,29.0717419899039,123.83042982891,-36.2293567425872,42.1183395954942,45,175.81569249923,200,7435.43211406531,29.0071611791464,7,0,3402.86423556967
"Summer","ATL","Storm","Cumulonimbus","Polar Jet","High","B787","Premium Fabric","GEnx","United States","Concrete Hub",1999.24019147502,177393.152639335,42795.4153908705,40684.7241193661,482.412357813725,24.8484902644379,13.0256390131811,278.652023591711,-46.627688360693,11.3413779910209,139,278.326213673523,323,5713.6152903915,29.8561978802367,7,2,13920.0698777097
"Summer","ATL","Clear","Cumulus","Weak Jet","Low","B737","Leather","CFM56","Consortium","Concrete Hub",370.329766724201,75054.8572274554,18037.222447564,34370.3257002267,441.757713403418,-65.040972876592,20.9010750963815,70.4036144436075,-38.6261264823544,10.7838872001006,84,167.238822659399,122,7160.46867972868,7.98904995410249,5,0,1685.23294181384
