quarter,day,holiday,category,parent,brand,supplier,fulfillment,prime,labor_regime,comp_shortage,package_quality,visibility,price,discount_pct,ad_spend,avg_rating,num_reviews,historical_sales,inventory_level,shipping_time,competitor_price_diff,page_views,manufacturing_cost,vendor_funding,marketing_budget,product_age,time_on_platform,warehouse_capacity,distance_to_customer,labor_level,search_rank,packaging_quality,weekly_demand
Q4-Holiday,Wed,0,Toys,Loreal,SonyAudio,Importer,FBA,1,High,0,Good,LowVisibility,18.90123351,67.07629684,2.295245287,4.6,7,2,491,2,-3.3,1,5.253977266,0.998673391,19.12788332,22,35,491,162,3.81,1,91.4,3739
Q2,Thu,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,Top5,16423.01604,7.208575553,436.6196913,5,2044,1798,671,0.5,-19.2,374,9494.950804,322.053978,9818.031817,2,4,1636,186,3.11,87.7,100,422354
Q4-Holiday,Tue,0,Electronics,Sony,Galaxy,Importer,FBA,1,High,1,Good,Top5,1318.023393,23.98218553,21.93960236,5,590,167,132,1,-25,17,206.5748762,11.39005301,173.9319942,5,10,285,766,3.98,57.9,100,126847
Q3,Fri,0,Beauty,Generic,LorealParis,WholesaleAggregator,SellerFulfilledPrime,1,High,0,Standard,Top100,22.75794402,34.55473893,1.228113343,5,1,15,2211,1,8.7,1,7.704306758,0.788991101,7.624590375,127,127,2211,306,2.31,9,93.6,1699
Q2,Fri,0,Electronics,AmazonBasics,PlayStation,AuthorizedDistributor,FBA,0,High,1,Good,Top5,257.1961922,40.26079826,4.066188339,3.9,274,136,764,1,-25.4,13,46.43686041,2.401302512,174.0488529,25,65,764,253,2.37,59.1,89.7,90960
Q3,Sat,0,SportsOutdoor,Samsung,Nescafe,WholesaleAggregator,MerchantFulfilled,0,Peak,0,Standard,LowVisibility,21.01347814,36.06525633,0.793943172,4.2,0,3,578,3,1.3,0,4.901467324,0.126681203,5.325701873,105,105,1097,598,2.73,1,44.3,30
Q4-Holiday,Mon,0,Electronics,Samsung,Galaxy,WholesaleAggregator,FBA,1,Medium,0,Poor,Top100,579.2746038,80.50668004,14.32738068,4,45,39,581,0.5,-24.9,2,65.81143263,7.937510013,65.61666222,11,11,738,370,3.23,19.4,66.6,2760
Q4-Holiday,Sun,0,Clothing,Nike,NikeRunning,Importer,FBA,1,High,0,Poor,Top100,42.42376546,40.87146549,1.688010867,4.2,14,7,199,1,0.1,0,13.12422773,1.289555529,10.03166166,9,18,199,1121,3.84,1,52.3,59
Q4-Holiday,Tue,0,Grocery,Generic,Galaxy,Importer,FBA,1,High,0,Poor,Top100,11.8096619,40.28815228,0.839881993,3.6,5,20,909,1,-9.5,0,2.159819355,0.516968635,6.555127291,16,16,909,165,3.89,7,36.3,5318
Q4-Holiday,Sun,0,Electronics,Sony,PlayStation,AuthorizedDistributor,FBA,1,Low,1,Premium,Top5,1856.509387,58.61247307,160.9205582,5,228,898,212,0.5,-22.3,188,554.4613026,81.11037547,3474.396365,8,8,212,233,2.94,82.2,100,2458925
Q1,Sat,0,SportsOutdoor,Generic,Kindle,WholesaleAggregator,FBA,1,Medium,0,Good,LowVisibility,55.09959721,49.08603515,0.585603837,4.6,6,4,535,1,-11.5,0,4.255561982,0.431630479,4.141518591,73,125,836,204,1.74,1,74.3,201
Q1,Wed,0,Home,Samsung,Galaxy,MarketplaceSeller,FBA,1,Low,0,Standard,LowVisibility,166.5701569,35.18313925,2.725566249,4.5,5,3,123,1,-5.4,0,52.60465098,2.321523633,10.3443177,14,23,123,296,0.59,1,82.6,105
Q4-Holiday,Sat,1,Toys,AmazonBasics,PlayStation,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,144.6063638,87.75227826,132.6525052,5,264,2949,11950,0.5,-26.5,263,26.68812055,85.7594866,1134.378016,38,70,22473,162,5.98,87.1,100,536552000
Q3,Tue,0,SportsOutdoor,Generic,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,384.8091599,30.47065685,12.35262716,5,23,30,1120,0.5,1.6,4,70.33993665,4.953948988,92.10788936,19,43,1120,257,2.72,48.1,100,8316
Q3,Wed,0,Electronics,PG,Galaxy,AuthorizedDistributor,FBA,1,High,1,Standard,Top5,593.2522796,69.69220775,25.10599237,4.5,11,146,181,0.5,-32.8,65,61.87232449,4.802458219,1186.723824,1,3,249,82,2.89,64.8,100,971127
Q4-Holiday,Wed,1,Toys,Generic,SonyAudio,Importer,MerchantFulfilled,0,High,1,Good,Top5,39.95012586,52.65413877,7.54154765,4.9,44,57,359,24,3,6,19.09436353,4.450226261,65.05516984,59,104,359,2310,4.21,42.5,81,34350
Q4-Holiday,Sat,0,SportsOutdoor,Hasbro,Kindle,WholesaleAggregator,MerchantFulfilled,0,Peak,0,Good,LowVisibility,34.41090093,34.35869981,0.695274868,4.5,2,0,24,6,-14,0,11.32115029,0.399070456,3.676701286,73,123,34,234,3.36,1,70.1,51
Q3,Thu,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,High,0,Good,Top100,2.48044536,18.95822976,0.109391472,4.8,17,13,1390,0.5,-3.8,0,0.96971652,0.096849724,0.739428845,2186,2596,1390,36,2.35,9.4,78.5,3417
Q1,Mon,0,Home,Sony,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Premium,Top5,578.8648916,30.43375818,30.83245964,5,111,31,475,0.5,-3.1,36,263.4236783,25.44960386,360.7952042,37,72,870,209,0.94,69.6,100,150247
Q4-Holiday,Tue,0,SportsOutdoor,Generic,PlayStation,WholesaleAggregator,FBA,1,Peak,0,Good,Top5,263.018999,50.93876088,14.9399233,4.9,94,42,261,1,-11.1,2,73.84468326,2.208141768,88.61003056,10,14,328,120,4.44,51,100,6719
Q4-Holiday,Wed,0,Clothing,Nike,NikeRunning,AuthorizedDistributor,FBA,1,Peak,0,Good,LowVisibility,50.69407021,70.74571017,0.907085249,4.6,8,5,966,0.5,-1.2,0,3.189825518,0.700873386,8.374715023,83,86,966,264,4.13,1,88.1,1959
Q1,Sat,0,Home,AmazonBasics,HasbroGaming,WholesaleAggregator,FBA,1,Low,0,Poor,LowVisibility,10.82332075,54.32339259,1.457622393,3.7,7,1,1406,0.5,-6.4,0,2.034707074,0.833571526,20.51055195,50,166,1406,422,1.03,1.8,34.5,125
Q1,Sun,0,SportsOutdoor,PG,iPhone,ManufacturerDirect,FBA,0,High,0,Premium,Top20,572.4753819,11.25624827,9.305880613,4.8,41,9,560,2,-8,4,187.0383303,1.384278049,37.75426668,29,40,560,122,2.05,49.4,100,513
Q2,Thu,0,Toys,Generic,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,1,Poor,Top100,2.778678882,55.92993622,1.480189786,3.5,3,12,175,4,-3.5,0,0.706722435,0.881073395,8.58722166,94,234,175,1000,1.2,1,0,7527
Q3,Fri,0,Toys,Loreal,Galaxy,WholesaleAggregator,MerchantFulfilled,0,Medium,0,Standard,LowVisibility,39.66359587,45.07321378,6.159995466,4.6,3,4,192,3,-10.6,0,11.74601591,3.595859985,44.9355501,13,37,196,204,1.63,1,74.8,2181
Q3,Sun,0,SportsOutdoor,Nestle,Nescafe,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,Top20,4.82649767,66.537205,0.727095032,3.4,2,7,129,4,0.3,0,3.721215051,0.529079357,3.323068137,81,81,129,283,2,1,8.9,403
Q4-Holiday,Fri,1,Toys,Generic,NikeRunning,ManufacturerDirect,FBA,1,High,1,Good,Top5,95.35669348,84.7102258,40.66432811,4.8,119,235,9192,0.5,-6.7,68,44.41064683,6.923646518,1049.320641,7,16,9192,154,5.22,72.1,100,8494766
Q4-Holiday,Mon,1,Electronics,Samsung,Galaxy,MarketplaceSeller,FBA,1,Peak,1,Premium,LowVisibility,1391.325219,37.51860618,55.87657172,5,72,415,292,1,-17.7,38,445.022744,18.17720331,674.9671651,1,3,292,209,5.23,46.2,100,89717
Q2,Sat,0,Clothing,Nike,AmazonBasics,MarketplaceSeller,MerchantFulfilled,1,Low,0,Poor,LowVisibility,11.97555755,49.76049174,0.69571058,3.4,0,4,214,3,-1.4,0,1.849055859,0.213840472,3.874096409,301,301,214,271,0.57,1,11.5,108
Q2,Thu,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,Top100,1.821560317,20.77347319,0.092943197,4.7,1,3,3926,0.5,-14.8,0,0.42213293,0.047772895,0.662812061,2739,3223,8215,169,2.64,9.3,56.5,8290
Q3,Sun,0,Clothing,Hasbro,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Peak,0,Poor,LowVisibility,15.36237675,59.31084493,3.000256888,4,4,3,241,3,6.6,0,2.692255668,1.030533747,21.52817564,333,472,241,463,2.5,1,31.5,161
Q3,Sun,0,Home,Generic,SonyAudio,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Standard,LowVisibility,17.97840683,27.88333083,0.264996848,4.1,0,0,249,3,-2.4,0,3.624838044,0.138127419,0.948804966,29,69,249,1354,1.29,1,42.3,28
Q1,Fri,0,SportsOutdoor,Generic,PenguinClassics,Publisher,FBA,1,Low,0,Premium,Top20,42.52750068,53.63182623,1.587146756,5,73,25,2122,0.5,-8.6,4,10.77289147,1.133352009,9.780374735,599,687,2122,80,0.74,28.5,100,4506
Q3,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top100,2.025550126,23.96037725,0.145689433,4.5,3,2,1682,0.5,-10.3,0,0.715746929,0.031818982,1.227505161,3367,3987,2454,114,1.18,1,54.4,2547
Q1,Mon,0,Grocery,Sony,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,92.97025988,12.31001639,6.249755023,4.7,43,73,519,0.5,-3.1,7,11.85837383,1.859182275,47.03740725,8,12,937,105,1.91,53.1,100,59655
Q2,Sat,0,Grocery,Generic,PenguinClassics,Publisher,MerchantFulfilled,0,Medium,0,Standard,Top100,1.445671209,34.64890124,0.068649097,3.8,2,1,262,2,-7.9,0,0.401618184,0.021296719,0.276249481,198,198,560,37,1.33,1,31.8,1681
Q3,Sun,0,Books,Generic,PenguinClassics,Publisher,FBA,1,High,0,Premium,Top20,5.827619818,22.50088761,0.188994475,5,10,19,1635,0.5,-4.5,0,1.224398845,0.112303313,0.483559444,219,219,1635,31,2.61,14,93.1,2196
Q4-Holiday,Fri,0,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,6.766875134,34.65597719,0.191726661,3.5,3,0,25,5,2.9,0,2.242230094,0.086748137,0.757198991,11,40,26,504,2.55,1,0,35
Q4-Holiday,Mon,0,Electronics,Generic,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,2103.351299,57.16819338,113.3818311,5,636,92,363,0.5,-21.4,51,504.2449522,42.28519417,1067.076076,4,4,363,156,3.84,73.9,100,1219195
Q1,Sat,0,Clothing,Nike,NikeRunning,MarketplaceSeller,FBA,1,Low,0,Good,LowVisibility,60.51471761,24.18537156,1.134129084,4.9,9,2,242,0.5,-3.7,0,17.47344813,0.579002691,4.198191345,107,107,273,418,0.89,1,89.7,755
Q4-Holiday,Fri,0,Toys,Generic,LorealParis,ManufacturerDirect,FBA,1,Peak,0,Poor,Top100,15.65844617,68.89427234,1.900876087,4.2,0,12,713,0.5,4,3,11.15893983,0.26934371,25.64667339,117,117,1201,303,4.37,23.6,56.4,11789
Q3,Sat,0,Beauty,Generic,iPhone,ManufacturerDirect,FBA,1,High,0,Premium,Top20,281.8395971,3.329503806,3.612705771,5,26,7,88,1,-16.6,1,99.08043089,1.386499682,101.9859954,4,4,138,122,2.85,37.7,100,2717
Q1,Mon,0,Grocery,Generic,AmazonBasics,ManufacturerDirect,FBA,0,Low,0,Premium,LowVisibility,3.844999358,17.48488979,0.23188575,4.3,0,7,3116,1,-3.7,0,0.955535074,0.043029267,1.210899674,107,107,3116,163,0.85,1,56,1095
Q2,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top20,10591.98861,4.543063849,196.0961018,5,120,93,1370,0.5,-20.3,18,1299.432835,36.16897286,1755.752132,1,2,1370,377,2.06,67.4,100,6851
Q3,Sat,0,Clothing,Nike,NikeRunning,Importer,SellerFulfilledPrime,1,High,0,Good,Top20,99.8704272,43.92000632,2.965133723,5,43,1,609,1,5.4,0,30.47525945,2.101206585,18.18023024,62,64,609,1942,2.5,1.5,98.8,1626
Q3,Sun,0,Beauty,Generic,LorealParis,AuthorizedDistributor,FBA,1,Medium,0,Good,Top20,36.82723737,13.4412062,1.877778809,5,10,48,2325,0.5,-6.4,1,10.25276707,1.277528894,30.79574516,92,149,2325,175,2.3,27.8,100,15901
Q4-Holiday,Fri,0,Electronics,Sony,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,LowVisibility,81.13774564,21.4456764,0.910007638,4.3,22,6,538,0.5,-7.9,0,10.82613108,0.106748369,11.54654044,25,81,720,175,4.05,1,76.2,826
Q2,Sat,0,Grocery,Generic,HasbroGaming,AuthorizedDistributor,SellerFulfilledPrime,1,Medium,1,Premium,Top20,8.717663532,12.51265671,1.80207371,5,13,5,342,1,-2.9,1,3.037586684,1.425547339,19.5715863,91,91,342,46,1.93,24.4,100,29982
Q1,Wed,0,Beauty,AmazonBasics,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Poor,LowVisibility,27.10907775,50.96431262,1.360195798,3.7,15,14,1520,0.5,-10,1,7.6219908,0.22474227,10.23001808,21,27,1520,355,0.84,1,61.4,4948
Q4-Holiday,Sun,1,Electronics,Sony,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,Peak,1,Poor,Top5,162.007304,86.42117304,22.86703448,3.2,150,65,59,3,-11.3,6,28.47397787,16.17920709,934.1647936,3,5,295,1720,4.58,13.5,35.4,55103
Q1,Wed,0,Home,Generic,LorealParis,AuthorizedDistributor,FBA,1,Low,0,Premium,LowVisibility,41.1207375,55.56454217,0.819097621,4.3,1,5,247,0.5,-10.3,0,7.928232321,0.212554466,8.253580703,22,49,303,129,0.72,1,100,628
Q3,Mon,0,Clothing,Nike,NikeRunning,AuthorizedDistributor,FBA,1,High,0,Good,LowVisibility,63.46702629,32.60032357,1.296190721,4.9,12,9,174,0.5,-0.8,0,19.49906856,1.156568045,24.12329354,56,75,174,124,2.52,1,100,2216
Q1,Fri,0,Grocery,Apple,iPhone,AuthorizedDistributor,FBA,1,Peak,0,Premium,LowVisibility,208.4423346,1.826720474,2.922816644,5,48,16,310,0.5,-5.6,3,107.6356917,1.382039577,74.58497499,6,7,310,89,2.81,35.5,100,6140
Q1,Thu,0,Clothing,PG,Nescafe,MarketplaceSeller,MerchantFulfilled,0,Medium,0,Poor,LowVisibility,3.489784203,24.83473804,0.158983949,3.1,1,0,152,4,-3.2,0,2.26238869,0.105312227,1.438834883,26,29,152,490,0.65,1,0,103
Q2,Fri,0,Clothing,Nike,PenguinClassics,MarketplaceSeller,MerchantFulfilled,1,High,0,Poor,LowVisibility,7.820802651,85.48089628,0.569737071,3.4,9,0,157,2,-3.7,0,2.765425803,0.100543735,2.505694975,76,76,319,416,1.55,1,0.9,270
Q1,Fri,0,SportsOutdoor,Generic,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,LowVisibility,12.21954606,36.49753153,0.474855859,3.1,0,4,77,5,6.9,0,8.641382184,0.185973783,1.179849358,92,92,77,1763,0.25,1,6.2,80
Q4-Holiday,Mon,0,SportsOutdoor,Generic,LorealParis,Importer,FBA,1,High,0,Standard,Top100,41.87050745,39.52154297,0.715592056,4.1,10,3,814,1,-15.2,0,15.08893253,0.42655502,7.021711902,66,66,814,2212,3.62,1,63.9,1754
Q4-Holiday,Sun,0,Electronics,Apple,iPhone,AuthorizedDistributor,FBA,1,High,0,Premium,Top20,14808.48484,16.57994168,244.1973173,5,208,315,880,0.5,-24.6,45,3353.127343,212.5689341,2698.625456,24,24,880,285,3.92,74.5,100,36093
Q4-Holiday,Mon,1,Toys,Apple,iPhone,Importer,FBA,1,Peak,1,Premium,Top5,1918.50782,5.750169332,443.353264,5,1706,3718,418,1,-12.1,247,305.8293315,234.8138232,3496.549386,7,27,3646,743,5.85,78.1,100,5271838
Q4-Holiday,Fri,0,Grocery,Generic,PlayStation,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,37.78819848,55.37058583,2.385293789,4.7,14,101,2323,0.5,-4.3,6,11.88947785,1.287797233,36.4963877,28,43,6555,106,4.67,55.8,100,89707
Q3,Mon,0,Toys,Sony,PlayStation,AuthorizedDistributor,FBA,1,High,0,Premium,Top5,259.8130515,14.09350404,11.166588,5,165,80,1783,0.5,-12.2,6,107.8823446,3.656552542,101.3701399,27,27,1783,370,2.93,55.8,100,14230
Q4-Holiday,Sat,0,Electronics,Samsung,Galaxy,AuthorizedDistributor,FBA,1,Peak,1,Premium,Top5,2504.054963,75.72122589,93.07375246,4.9,130,1484,497,0.5,-23.1,298,346.6243406,80.6885512,3278.942258,11,20,815,331,4.69,77.5,100,1236220
Q3,Thu,0,Home,Penguin,PenguinClassics,Publisher,FBA,1,Low,0,Good,Top100,9.555462008,36.51385067,0.33481465,4.9,12,13,436,0.5,-6.4,0,1.720609411,0.203523117,2.169400613,516,516,436,122,1.13,21.5,61,1371
Q1,Mon,0,Home,Generic,GenericBrand,Importer,MerchantFulfilled,0,Low,0,Standard,LowVisibility,13.88293607,16.76862423,0.13533458,3.5,0,0,10,10,-14.8,0,3.473664154,0.078165313,1.350925643,6,11,10,4143,0.25,1,48.9,9
Q2,Sun,0,Beauty,AmazonBasics,AmazonBasics,ManufacturerDirect,FBA,1,Low,0,Good,LowVisibility,9.290371848,35.52229636,0.610825147,4.4,5,3,5333,0.5,-10.2,1,1.997304957,0.156621605,12.77167066,14,17,5333,160,1.3,4.7,79.6,10775
Q2,Sat,0,Beauty,Loreal,AmazonBasics,WholesaleAggregator,MerchantFulfilled,1,High,0,Standard,LowVisibility,10.19131963,27.60780702,0.576047174,3.4,2,0,291,1,-2.6,0,1.412510458,0.3585936,7.209060598,9,25,291,268,2.01,1,59.2,513
Q3,Wed,0,Home,Generic,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,224.1252698,51.22522901,21.67679701,5,7,18,280,0.5,-8.1,26,27.64303001,18.76705681,263.8189162,31,53,280,131,2.1,62.1,100,69971
Q1,Sat,0,SportsOutdoor,Generic,iPhone,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,859.6537077,23.47956025,24.43512999,5,66,167,428,0.5,-18.7,37,172.8774743,15.48264072,320.7600218,37,37,428,387,1.84,63.6,100,167939
Q4-Holiday,Fri,0,Books,Generic,iPhone,Publisher,FBA,1,High,0,Premium,Top5,150.7479413,9.341917667,9.510768888,5,173,138,1860,0.5,-3,21,22.65713984,2.678086411,43.24800225,50,146,1927,169,3.56,68.5,100,305454
Q4-Holiday,Thu,0,Beauty,Generic,PlayStation,AuthorizedDistributor,FBA,1,Low,0,Good,Top5,121.5899749,30.88499963,7.871342406,4.8,25,7,352,0.5,-3.8,3,52.28235537,4.937302308,41.10313697,19,21,398,206,2.61,55.4,100,31317
Q3,Sun,0,Beauty,PG,Nescafe,Publisher,MerchantFulfilled,0,Low,0,Standard,LowVisibility,3.732181948,34.84243296,0.146990144,3.8,3,1,81,5,-4.9,0,0.275861694,0.028553958,0.816588752,62,103,81,138,0.74,1,32.5,142
Q1,Wed,0,Clothing,Nike,NikeRunning,IndependentArtisan,MerchantFulfilled,1,Low,0,Premium,Top20,81.18075986,63.76641404,3.353415381,4,11,6,80,5,-3.1,0,5.841103922,1.479707776,8.930746096,12,19,84,810,0.25,1,92.2,221
Q3,Fri,0,SportsOutdoor,Nike,Nescafe,Importer,MerchantFulfilled,0,High,0,Standard,LowVisibility,15.48470871,36.57861877,0.938301094,4.1,3,0,158,16,7.8,0,2.612308822,0.311591359,6.065880223,351,351,158,1651,1.9,1,45.8,17
Q2,Mon,0,Toys,Generic,AmazonBasics,MarketplaceSeller,FBA,1,High,0,Poor,Top5,14.39041987,92.82710505,7.228575935,4.1,7,17,1363,1,-12.8,7,4.603514364,5.451624124,68.04253664,12,23,1363,89,2.51,40.9,23.7,279141
Q4-Holiday,Sun,0,Electronics,AmazonBasics,SonyAudio,AuthorizedDistributor,FBA,1,High,1,Premium,Top5,205.4007656,37.807355,7.918542265,4.8,91,252,184,1,-15.4,27,99.07813372,3.483677228,240.2734956,16,19,184,61,4.11,61.7,100,266592
Q4-Holiday,Sat,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,0,Standard,LowVisibility,34.63157685,26.00992102,0.400213594,3.7,1,2,102,3,8.5,0,3.67955859,0.298748602,5.501518743,22,22,102,1069,2.55,1,41.9,57
Q3,Tue,0,SportsOutdoor,Sony,PenguinClassics,Publisher,MerchantFulfilled,0,Medium,0,Standard,LowVisibility,25.90368185,33.04698544,0.7438764,4.4,2,0,683,3,-3.9,0,5.455831104,0.398007965,2.501200343,209,823,683,1084,1.14,1,41.6,142
Q3,Mon,0,Beauty,Samsung,Galaxy,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,76.5262957,21.73330887,1.051376138,3.4,7,1,92,4,4.1,0,16.2010218,0.796456198,3.926590432,52,60,92,619,1.74,1,42.2,15
Q3,Mon,0,Toys,Sony,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Good,Top5,185.7348399,46.39756558,28.7427191,4.9,249,30,274,0.5,-6.3,5,80.31506067,16.61861633,116.339478,8,13,1185,391,2.4,57,100,52075
Q3,Fri,0,Electronics,Apple,iPhone,ManufacturerDirect,FBA,1,Low,0,Premium,Top5,16947.96667,5.143607662,1201.061345,5,4843,889,741,0.5,-26.2,299,4007.731073,377.7453677,8220.349831,2,4,741,137,1.67,91.1,100,460293
Q2,Wed,0,Books,Loreal,Nescafe,Publisher,FBA,1,Low,0,Standard,Top100,2.229679253,30.77914791,0.182862263,4.6,9,4,5927,0.5,-3.5,0,0.713111155,0.038218077,1.159763034,109,109,5927,248,0.89,1,52.1,6251
Q4-Holiday,Wed,1,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Standard,Top100,1.748389665,44.54377597,0.149045189,4.3,17,16,2831,1,-15.7,0,0.25,0.106801061,0.615405058,578,1645,3609,48,4.69,1,37,10536
Q4-Holiday,Mon,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Peak,0,Poor,Top5,2.689380464,64.74913366,0.804647546,4.7,292,147,11212,0.5,-14.9,5,1.120589003,0.580352416,4.525505432,2088,6945,11212,54,4.14,49.2,16,902821
Q4-Holiday,Sun,1,Toys,Loreal,NikeRunning,WholesaleAggregator,SellerFulfilledPrime,0,High,1,Good,Top5,75.32473523,64.69210422,35.97081793,4.9,40,59,1111,3,-10.1,12,34.03790317,17.86347598,776.0151046,6,12,1111,280,4.63,51.3,98.3,360760
Q4-Holiday,Tue,0,SportsOutdoor,Generic,NikeRunning,Publisher,MerchantFulfilled,1,High,0,Good,Top20,110.6469682,71.06214213,4.298198116,4.9,24,11,510,1,-4.9,2,23.94484586,2.963960808,15.64820636,69,238,510,249,2.52,18.3,87.9,2580
Q2,Fri,0,Clothing,Generic,PlayStation,WholesaleAggregator,FBA,1,High,0,Good,Top5,144.5389646,27.38226806,3.853501136,5,8,23,842,0.5,-7.2,2,63.22341916,0.766362176,49.5633501,24,28,842,252,2.56,36.7,93.9,10429
Q3,Fri,0,Books,Penguin,PenguinClassics,Publisher,FBA,1,Medium,0,Standard,Top100,1.772586637,41.81014302,0.170019948,4.1,5,7,18841,0.5,-7.9,0,0.421770221,0.123844835,0.817821525,1650,6642,18841,123,1.81,1,35.4,8905
Q2,Thu,0,SportsOutdoor,Generic,AmazonBasics,AuthorizedDistributor,MerchantFulfilled,0,High,0,Standard,LowVisibility,19.08452822,39.34279802,0.361996334,4.1,5,1,712,2,1.4,0,6.377273215,0.289487445,2.958187109,120,194,712,454,1.54,1,59.8,35
Q4-Holiday,Wed,0,Toys,Generic,iPhone,WholesaleAggregator,FBA,1,Peak,0,Premium,Top5,315.4617295,10.15883809,20.66423923,5,228,101,302,0.5,-8.7,10,75.89286998,8.640097213,184.1294568,17,24,1077,108,4.66,63.6,100,171073
Q4-Holiday,Wed,1,Toys,Generic,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Peak,1,Poor,Top5,24.88642423,72.78358392,10.51500014,3.3,29,51,1034,2,-3.8,4,4.706868308,3.73437559,59.81996076,6,11,1034,1493,4.71,17.8,10.2,70520
Q1,Fri,0,Home,Nike,NikeRunning,MarketplaceSeller,FBA,1,Low,0,Good,Top20,109.8064148,57.04344567,3.679963595,5,8,27,463,1,1.9,2,43.02349354,1.426350349,44.72288051,86,153,463,115,0.69,32.4,85.5,3323
Q1,Thu,0,Clothing,Nike,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,Low,0,Poor,Top100,32.3145354,32.84352522,1.013257311,3.7,10,1,75,3,8.2,0,11.03882029,0.75874998,2.628798379,52,52,75,1190,0.25,1,28.5,33
Q4-Holiday,Wed,0,Beauty,AmazonBasics,PlayStation,AuthorizedDistributor,FBA,1,Medium,0,Premium,Top5,125.2123244,39.56297029,15.23455634,4.9,67,107,6238,0.5,-9.7,15,34.36270323,10.89484102,147.5065292,106,184,6238,122,3.24,60.1,100,226507
Q1,Wed,0,Books,Generic,GenericBrand,Importer,FBA,1,Low,0,Standard,LowVisibility,6.019952032,16.66829303,0.096063996,4.5,4,2,161,1,-14.3,0,1.631994121,0.073089545,0.366416084,20,26,192,321,0.84,1,65.2,759
Q4-Holiday,Sat,0,Toys,Nestle,NikeRunning,MarketplaceSeller,MerchantFulfilled,0,High,0,Good,Top20,13.86112981,75.29293789,7.553926055,4.3,7,9,724,5,15.8,1,4.411049554,6.627572086,33.06420048,41,121,724,333,2.84,1,48.7,39510
Q4-Holiday,Sat,1,Electronics,PG,GenericBrand,MarketplaceSeller,MerchantFulfilled,1,Peak,1,Poor,LowVisibility,59.40253673,76.93490835,5.59031021,3.9,23,9,58,3,-11.9,1,9.823288374,1.721899758,111.0444092,59,59,63,958,4.48,1,26.8,3178
Q1,Sat,0,Beauty,Loreal,HasbroGaming,WholesaleAggregator,FBA,1,Medium,0,Good,Top20,27.91241965,28.75200659,1.777854552,5,24,14,1637,0.5,-7.2,2,7.450743646,0.623095745,23.29168926,26,48,1637,216,1.88,20.7,94.3,8543
Q4-Holiday,Fri,0,Electronics,Sony,SonyAudio,AuthorizedDistributor,FBA,1,Low,0,Standard,Top20,284.087868,45.60029726,5.36111035,4.7,57,13,60,1,-16.5,2,103.115588,2.640066225,27.8822069,15,28,78,61,2.55,40.9,92.9,1622
Q3,Mon,0,Grocery,Generic,HasbroGaming,MarketplaceSeller,MerchantFulfilled,1,Medium,0,Good,Top100,3.81805674,40.9942928,0.480415418,4.3,4,4,444,2,3.9,0,0.902060666,0.27936406,3.729355001,36,83,444,344,1.58,1,47.5,1541
Q4-Holiday,Mon,0,Toys,Samsung,AmazonBasics,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,12.38527964,43.60362382,0.781703861,3.7,0,4,389,3,4.8,0,4.327067072,0.213041687,5.767582214,136,156,389,695,2.55,1,16.3,235
Q4-Holiday,Sun,0,Beauty,Nestle,GenericBrand,MarketplaceSeller,MerchantFulfilled,0,High,0,Poor,LowVisibility,4.616798885,13.19514938,0.190919113,3.4,1,0,45,4,1.4,0,1.673441573,0.138830456,1.470743516,17,23,66,305,2.57,1,2.4,71
